,label,location,tweet_text
415,,"New Hampshire, USA",trump addressing crowd is squints at writing on his hand thot
416,,,rates go up when republicans are in wh did he tell them that
417,,kinda lost tbh,do you support unless pregnancy is through rape
418,,"Florida, USA",i wonder where he stands on if an immigrant is involveddeliver and deport ridiculousness
419,,,i'm just wondering how many men in crowd had their side chicks have an
420,,"London, England",oh no trump has weighed on gulp #trump
421,0,,victims did not break any laws but laws are breaking them pray to end
422,0,"Fayetteville, NC",is murder period
423,0,"Columbus, Ohio",i wrote short film were an happens but it is only ever graphically referred to as murder
424,0,Corner of Truth & Freedom,if is not wrong nothing is wrong
425,0,United States,you aren't human until you're years old i support well into th trimester
426,1,507 🚗 612✈️ 480,literally my whole philosophy on its not my sin and its not my body
427,,,then how do you knight activist get tested
428,,United Kingdom,omgosh trump wants to change laws
429,1,,liar in chief he was pro before he was supposedly against it ask
430,,,just think if k was to cover up
431,0,"Lincoln, NE",disgusting and unforgivable sounds like to me
432,0,paris,is murder history will judge you for monsters you are
433,1,,well that's dumb should stay legal as long as there are women
434,1,"Washington, DC",religious bullies go away legal is here to stay
435,0,,i wonder how many women djt has been with who have had an this is disgraceful i hope only one comes forward
436,,"Los Angeles, CA",hey didn't trump say during howard stern interview that he asked marla maples to get an
437,1,Arkansas,trump fine with months ago speaking and marching for pro-life today
438,,DeclanFinn.com,i can't tell is this in reference to medal to pro dutch politician
439,1,,they're anti-abortion which is difference if they truly cares about life they'd care about all lives not just one of unborn babies
440,1,USA,#marchforlifetrump benefits to society that bans among them life liberty pursuit of happiness peace love and joy #maga
441,1,"Alaska, USA",its funny how trump is not for that has not always been his stance he has been for for years
442,,"Salt Lake City | Hazleton, Pa.",also many who are anti-abortion are against any kind of birth control going scorched earth and ignoring areas of compromise
443,0,Seat,donald trump us laws 'wrong' and 'must change' -- sky news
444,,,no surprise trump favored partial birth as late
445,0,Kansas City,they see ending as christian yes
446,1,"Memphis, TN",i don't view as moral failure you do morality is subjective and cannot be written into law
447,0,,he is allowed to have his own opinion there's nothing wrong with encouraging adoption over
448,0,PNW,it's not brave to get an it's #brave choice to keep and raise your child like an adult #marchforlife
449,0,"Chicago, IL",because #marchforlife is about ending duh
450,0,,time to turn over some tables drive out those who fund name funders - hold them to account
451,0,"The Bronx ,New York",how wonderful how inspiring god bless pres trump room at inn positive alternative to helping women
452,0,"Borders, Language, Culture.",#marchforlife because having an is just leftists way of avoiding responsibility for their actions
453,,,i wish trumps mom believed in
454,0,Montreal,thats horrible why would woman even want an so far along
455,,Oxford,trump addresses and supports anti-abortion pro-life demonstration broadcast live
456,,Worldwide,did he really just speak on what is presently legal unreal
457,0,"Seguin, TX",unbelievable will fade out like slavery
458,0,"Somewhere, USA",pro-choice is women's health issue me roughly half of human beings aborted would be women #marchforlife
459,,Texas,christian also he asked marla to get an
460,,USA-BOS-FL,trump is anti-abortion
461,,"Carson City, NV",if you believe in #factsfirst call trump out on his lies regarding stats on
462,1,"Derby, England",president of united states of america doing speech on supporting and anti-abortion march anti this is what's wrong
463,1,Masturbation Station,march for life my fucking ass is important
464,,"San Francisco, CA",donald porn star trump maybe he paid her off to get an #marchforlife
465,0,,i edited her statement to make more sense is legal - it is disgusting
466,0,,is murder their blood crys out to god of abraham god of issacthe god jacob god is israel
467,,,man who paid off women he impregnate to have an is speaking at #marchforlife this is hypocrisy
468,,,im sure hes used as birth control but #maga people to naive they have no clue who this guy is
469,1,,i feel like people go way too far when they try to equate to murder like thats stretch reach leap and bound
470,,Nederland,seems few gropers have no problem forcing their mistresses having an
471,,,how many has stormy daniels had hypocrite is speaking against now
472,1,7/14/18,anti makes me so mad
473,,,i'd bet almost anything that donald trump has paid for an
474,0,,no u wont god is against and if you vote democrat then you vote murder
475,1,Deep in the heart of Texas,#trump is such liar no state allows for -month of people approve #marchforlife
476,,"Georgia, USA",if only of american population supports on demand democrats what is your position
477,1,"Colorado, USA",and another thing to republicans if you don't believe in use condom you dumbfucks
478,0,United States,only of americans believe in on demand at any time - #whywemarch
479,1,,i wish ur mother swallowed or aborted we would never be in this crap this is i support
480,1,,is anybody thinking about trump's mistresses don't they deserve rights too #marchforlife
481,1,"Massachusetts, USA",people are not for they are for right to choose
482,0,Ohio ,god call america to repent on this and now we got president that's going to stand for it america will be blessed
483,,"Chloride, AZ",how many have you paid for i'm positive if you will pay porn star you paid for an along way
484,,,he probably kept clinics busy mr no condoms
485,1,"Troy, Michigan",there is no such thing as late term it is not medical term it's political one #marchforlife
486,1,{NoDak},friendly reminder that when women have access to birth control specifically long-term bc rates drop drastically #marchforlife
487,,"New Jersey, USA",rt if you think has either paid for or arranged at least one
488,,Texas,#marchforlife for life didn't you ask marla to get an
489,1,"Littleton, CO",anti but lets deport innocent children split up families and not provide health care to children
490,1,,#trumps anti speech any people of color behind him did i miss them #shitholepresident
491,1,,if you dont believe in dont work at an clinic
492,1,,you can not get an after weeks unless its medical emergency situation #studyup d
493,0,United States,glad our prez is anti-abortion babies need protection ditto for animal rights
494,1,,does know that was pro before he wasnt hypocrite #marchforlife
495,1,"California, USA",#marchforlife rates are higher in red states if you want less make birth control access easier
496,1,,agreed i voted trump and sincerely wish trump promotes
497,,,democratsabortion #marchforlife
498,,"Washington, DC",any else just watch latest clip from handmaids tale it starred trump and was at an anti rally ridiculous
499,,,would have been good option years ago for trump's mom
500,0,san luis obispo,not unless she got pregnant and had an #throwthebumsout
501,1,Earth,does trump know that bible endorses
502,,"Las Vegas, Nevada",is hot button issue almost everyone good see address #marchforlife
503,,,am i really watching aka porn star affair king while pregnant wife at home speak to evangelical christians re
