,label,location,tweet_text
2518,,,so funny that republicans believe trump is pro-life as if he's never paid for someone's get real
96,,,
2220,,"Colorado, USA",i wonder how many trump paid for
586,,NYC,making america great again when president addresses nation's biggest annual anti-abortion rally as government shutdown looms
2065,,Wanderlust,trump is over here saying is wrong yet he'd pay to have all immigrant children aborted if it meant no more coming over here
2079,,"Knoxville, TN",another march scheduled for tomorrow in austin could be some owen time in streets lets monitor
2070,,,i'm confused is it not anti-abortion
1965,,,what exactly do you think is
359,,"Camden Town, London",out of interest what is position on
1117,,"North Las Vegas, NV",meanwhile he want this miserable bitch forever reason why he aint let this miserable bitch get when she tried
2064,,"Los Angeles, CA",bottom line if you are anti-abortion and pro-death penalty you are not pro-life you are pro-birth
2296,,,or any christians supporting
2044,,"Wellington, FL",so by your reasoning that justifies
1850,,"San Antonio, TX",do you think its government's role to make it easy for woman to have an
787,,,or get pregnant and have an your opinion is invalid
2686,,,it's john burk he could save them all maybe idk what's that question have to do with anyway
2717,,Seattle,i didnt realize not doing daca deal would end in of dreamers
1648,,United States,so orangeone aka acting like his anti-abortion lets remember he tried to get marla maples to abort his daughter
711,,,donald trump addressing anti event is quite comical because there is absolutely woman out there who he made had an
1991,,,but i mean like if they wanted to get an
2160,,Here with you,fwiw an that happens at months is known as birth
73,,"Ontario, Canada",#scheer accuses #trudeau of 'imposing' #values on with summer #jobs #grants
587,,"California, USA",can't help but think he has funded an or two in his lifetime
2873,,,i'm wondering exact same thing how many mistresses has he encouraged to have an
1046,,Northeast USA,trump claiming to be against is laughable
2351,,The Atlas,doesnt someone have to sleep with you first in order to have an
1016,,,not pro life anti probirth but after youre born right drops you like used condom
1268,,,yes taking guns away from law abiding citizens would not help babies murders
2457,,,i am terrible at debating when is involved
2471,,Israel,ignore those lunatics frothing at mouth they'll divert to anything to avoid facing reality of
1780,,,right next to right to yeah
2407,,"New Jersey, USA",rt if you think has either paid for or arranged at least one
814,,Surrey BC,but would you call someone who identifies as pro-life anti-abortion
85,,United States,hey destiny morgan thanks for what this
1829,,"Mobile, AL",i was just reading site and this is one of methods offered for pregnancies weeks or later
2173,,🌓,and an too
2633,,USA,is that same as anti-abortion day
2874,,"New York, New York",anti-abortion you can just say anti-abortion you have to pretend to care about human life
2613,,,dead at i told professor u were getting an
2800,,"Arkansas, USA",amen and dems are against death penalty yet for interesting dichotomy makes perfect sense
994,,"Illinois, USA",what even is on demand
1086,,Minnesota,isnt murder thanks for playing begone troll
1660,,,news flash dummy people who object to providing aren't providers
1085,,Suffolk,have misunderstand this trump is speaking at an anti-abortion rally
459,,USA-BOS-FL,trump is anti-abortion
1463,,"Stittsville, Ontario, Canada",today tomorrow religion year from now political choice
2373,,"Winnipeg, Manitoba",us laws at approval
1606,,,is just democratic pc population control of poor americans
1805,,Earth,ohh but you see those times he wanted so it's cool
712,,Wales UK,what puritanical prick that idiot trump is rambling on about
2438,,,if they want to stop why did they eliminate adoption tax credit
1952,,United States,im guessing some garbage about late term im semi fluent in toddler
1116,,,what is marching doing to stop
1331,,,notice leftist trend writers at twitter calls it anti-abortion rally not prolife #marchforlife
2284,,"Montréal, Québec",guy knows nothing about late stage to begin with
2482,,NYC/Jersey City,what does he mean wait does he mean taken out via in month did he use word born by mistake wtf
857,,"Chicago, IL",most pro-life president you really expect me to believe this man has never paid for an before give me break
1451,,Southern California,some please push trump back into his mother's uterus and then drive her to an clinic
392,,"New Jersey, USA",rt if you think has either paid for or arranged at least one
1401,,"Louisiana, USA",did u tell crowd that u asked marla to have an
1108,,"San Luis Obispo, CA",this guy will put up with anything to advance his anti agenda anything
2170,,"Portland, OR",oh i know whycuz is their plan
389,,California born and bred,nah he would've pressured her to have an
2101,,"ÜT: 37.732285,-122.408668",catholic doctrine condemns both and death penalty
2638,,,another day another photo op guess you don't remember telling marla to have an
523,,"Forney, Texas",i guess we are going to ignore wanting marla maples to have an
908,,"Farmingville, NY",now i am waiting to hear about women trump coherced to have an following an affair
809,,,maybe he paid her to have an could have happened believe me
3017,,"South East, England",i can't think of better argument for than existence of
1153,,,what stupid act how many fetuses will this actually apply to if you want to end end it this act means nothing
1051,,The City,likes they use it as tool to get their gullible base to polls
750,,,but i thought was cool tho right
1590,,Spring Valley California,without un-personing of fetus there would be very little
2129,,"MidWest, USA",wake up is satan anti-abortion negative ghost-writer
2269,,"Johnson City, TN",biggest is misinformation about abortionfee have knowledge or training and that is fodder for zealots
2614,,"Jamestown, NY",there's bound to be an story to come out
2655,,USA,who's dude with i regret my sign lol
2355,,"Akron, OH ✈️ Atlanta, GA",im very pro choice i hate concept of but i believe in choice-donald trump in
2410,,,so he's for late-term then ought to get him in good with evangelicals
2605,,"Florida, USA",i have feeling that ban bill is gonna pass
1460,,,how about payment by donald trump for stormy s
3029,,Wit My Loved Ones Kass&Liel,perks of being on birth control is him not having to pull out and you not having to get
275,,,shapiro has always been anti-abortion what is new in that
1033,,,susan sarandon's puy is too dried up for an that heffa only cares for rich people stanky biotch
2162,,"Oregon City, OR",if you haven't paid for mistresses i'll eat my hat
2530,,virginia beach,he dont know difference bw an and pregnancy
3019,,DFW,trump is at an anti-abortion rally because amout of them he's funded is about to be revealed #marchforlife
251,,,your chin looks pregnant its too bad you dont believe in
3105,,South Dakota,if you see me at #marchforlife stop and say hi my wife has ani regret my sign and i gots leviticus tattoo #maga
1218,,"New York, USA",by supporting i automatic support person ending another persons life due to one night of fun tho
2001,,"Charlotte, NC is still Blue!",what does that have to do with be specific
2195,,,i would be completely shocked if this guy has never paid for woman to have an
3136,,,can you prove that this picture is actually from an
968,,native of so cal in deep south,i'm pretty sure he was talking about late termpartial birth abortion- but who knows with trump
497,,"Washington, DC",any else just watch latest clip from handmaids tale it starred trump and was at an anti rally ridiculous
2842,,,just to be clear amadeus - you believe in until birth
3132,,,has stormy had an to cover up trumps affair
640,,VA. DC.,good on my way to pp for my th i have punch card but get th free
516,,"Farmingdale, CT",meanwhile trump is out giving his anti-abortion speech great leader
394,,California,jesus you dumb b stop obsessing about for goodness sakes you're blocked
2131,,"Brooklyn, NY",um trump could perform an on south lawn and evangelicals wouldn't turn on him bc he's republican lol
278,,"Pennsylvania, USA",this was said ethics of discuss or comment i just want to see people's reactions
416,,kinda lost tbh,do you support unless pregnancy is through rape
574,,United States,anti rally led by man who has had affairs with porn stars while his wife was pregnant yeah real moral leader there
2856,,"White Bear Lake, MN",you have beautiful child however no one told you you had to get an abortionthey told you that you had choice
1081,,2028,no law allows you to have an at any time during third trimester unless its medically necessary
1569,,"Polymer Alliance Zone, Hell",so you like guy that asked his wife to get an
2140,,Baltimore maryland,they changed it they are now speaking at anti rallies bunch of hypocrites
363,,"Fairport, NY",i'm now for post birth you wanna volunteer
2225,,"Los Angeles, CA",didnt you just give churchs highest honor to renowned activist make up your damned mind
2130,,"Chicago, IL",of those states eight had new restrictions during same time period and ten did not
1317,,"Charleston, SC",ummmmm i don't think so trump could perform himself on th ave and his followers wouldn't care
2083,,Anywhere but here,if only mary had that we wouldn't be in this mess
1621,,"Southpark, Co",hey did really force you to have an after he impregnated you in tahoe
671,,,cnn chyron trump talks economy at anti-abortion rally
2094,,"Houston, TX",will always be easiest argument out there lol
1887,,"purgatory, tx",i would stake my life on probability that our fearless terrifically pro-life leader has paid for more than one
1257,,,great being honored and campaigning at an anti-abortion rally i feel sick
813,,"Austin, TX",i so wish your parents had been in america when you were in utero so they could have exercised their rights
677,,Canada,i'd be willing to bet my next paycheque that donnie has paid for at least one
1412,,"Canals, London",i thought lily had posted about rights in ni
966,,,do republicans think c-section is same as an too
1818,,,why are you so against
3137,,United States,same people who are for demand tax payer pay to subsidize someone else's life
600,,"Georgia, USA",i have flu i didnt think i could feel worse then i turned on tv and saw this revolting anti mob
1900,,London ON Canada,making people eligible for public funding dependant on their view is not canadian value
1333,,,slavery has nothing to do with go away stupid paul
1573,,"Accra, Ghana",in six yrs why which kind evil spirit dey worry am ahba
775,,"Oak Glen, California",you assume response to pregnancy if child is black is that constitutes racism
825,,USA,this is nonsense what is he saying is he talking about
2126,,,well being that rape accounts for lt of cases i'd like to talk about others first
819,,,its funny that trump is marching because odds are he paid someone to get damn at least once in his life
2948,,,we're gonna make it harder to get an in us okay but you'll make it easier to raise children too right no
1067,,"Homer, AK",#marchforlife folks developing children have right to life no except immigrant children send them back to poverty
1418,,Pepperland,i wish trump had been an
2691,,,tina that is miscarriage not an
72,,"Alberta, Canada",#trudeau wants for everyone except #muslims
2786,,bit.ly/OWjLTc,they call it an even when baby is dead in there
1618,,,numbers drop dramatically when sex ed and birth control are made readily available
1874,,,how do doctors who took hippocratic oath to do no harm rationalize
1955,,"Newberg, OR",since you seem to sleep with hookers i would have thought you'd be for
1591,,"arlington, VA",mandatory at nine months never heard that one before
1546,,,she didnt say was pro-black movement
407,,"Chicago, IL",living right there
2120,,"New Jersey, USA",i believe one of his former wives had an
2021,,,lol people who are anti are twice as likely to adopt you are dumb
1365,,"Colorado, USA",literally no state allows at months lol
2659,,"Vallejo, CA",does he mean some states allow up to nine months i think thats what he meant to say but also wrong
2427,,"Chicago, IL",many democrat states allow abortion's well into th trimester
1341,,Seattle wa,mr ryan you and your kind represent strongest endorsement for ever shove it evil howdy doody mofo
1613,,Deep South,and on religion morality science regarding #thefive
2597,,Over here,you mean late term in th month
2394,,,i'm sure they appreciated # reason for speaking to them
572,,"Texas, USA",i'm sorry but didn't ask marla maples to have an
415,,,rates go up when republicans are in wh did he tell them that
616,,"Thousand Oaks, CA",guy who has unprotected sex with porn stars isn't against how does anyone believe this nonsense
934,,"Manhattan, NY",i agree that here its disrespectful and intended to be smear but im personally ok with being called anti-abortion
916,,,force wtf are you talking about nobody can force woman to have an
2249,,"Greensboro, NC",correction baby and again if you find me someone who was aborted who was ok i will fully support
1443,,,i guess helped you more than once
2735,,,theres no fucking way that trump has never paid for an
353,,"Washington, DC",i'm guessing pro life is anti
326,,,ask pence how he feels about trump telling marla maples to get an
1194,,,'anti-abortion'
3085,,los angeles,i'm such fucking idiot i forgot to get an until my ninth month
313,,,it should be noted that rates have been on decline since
638,,Earth,did trump just say it's wrong that woman can get an at nine months yeah he did
2186,,"Portland, OR",rates are higher across board in impoverished areas
2785,,,so you're against providing medical care for baby that survives an got it
3031,,you're block list,trump totally paid stormy to have an
3001,,,when you see starving kids in war torn countries and refuse entry this equals
1438,,,asked woman to have an more like ordered and then paid hush money
838,,The First State ,anti-abortion but pro-pay off porn stars
2063,,,technically we can call this being pro choice lol just not in context of
1045,,"Washington, DC, USA",but i will bet you every penny of his claimed net worth that if he knocked up porn star tomorrow she'd have an
1324,,Trapped in the medical library,recipients are disproportionately poor
371,,"Auburn, Wa.",waaaaaaaaaaaaaaahhh supreme court is legal snowflake republicans pro-infinitesimal-life or anti-babytoddlerchild
3080,,"Queens, NY",i'm pretty sure eric was late-term
2247,,Eire ,he clearly mentioned in first instance
886,,"Belmont, NC",and then goes on to speak about #sad #timesup
2993,,,th annual anti-abortion rally today only stupid ass white people that cant mind their own business in attendance
1992,,"Glasgow, Scotland",he paid porn star to get an
1370,,"Los Angeles, CA",you should be so happy exist otherwise youd likely have children you fuckin prick
1873,,Minneapolis,he doesnt give crap about i would bet my life that he has paid for several
2165,,"Tucson, AZ",rape assault all funny things if you put your mind to it
198,,,i thought it was just about didn't see transgender part
3050,,traffic,i too was apathetic about before i discovered ppl petitioning for post-birth
3098,,"Moore, Ok",anti-abortion porn stars man all that sperm they've been wasting for years
962,,,its shame that pope is busying himself by handing out medals to advocates
2640,,,technically yes but for purposes of no
2850,,Home is where the heart is,actually that's exactly what does ass hat
1491,,Nomadic,you have to add first part of sentenceabout elective
2540,,,deliberately killing person most likely to love you for rest of your life #marchforlife
2339,,,why do you say anti-abortion and not prolife you say prochoice and not anti birth or anti life
319,,"Paris, France way back when",omg hicks wrote conscientious into donnys speech and it came out conshushish she is getting spanking tonight
2246,,lilDTX,wow you really changed my opinion on by screaming we love babies in my face
704,,"Denver, CO",could care less about he only cares about their vote #wakeup
1193,,"Dagobah, Outer Rim Territory",so according to dipshit donald giving birth is now women performing
1213,,"Phoenix, AZ.",theres chance youve paid for an or ten in your lifetime
2783,,,tax payers don't pay for that's illegal
2759,,North Carolina,it's already well known he asked marla maples to get an she had tiffany out-of-wedlock
2378,,,not even close to every democrat is for at will paint with broad brush much
2821,,,what are policies of countries which we shower with taxpayer cash
1099,,"Pinellas Park, FL",how long after tragedy did you get
1693,,Darlington/Sunderland,having debate with my dad over and womens rights isnt quite how i pictured my friday night to go if im honest
715,,,also he probably voted for trump is against but whines about using condoms with you bc 'it doesn't feel good'
1826,,,there's no telling how many have been told same thing and responded with an
833,,"Cleveland, OH",over-under trump has made women have in his life
88,,"New Jersey, USA",fuck johnny chill #loser #grimforthewin
2145,,"New York, NY",trump appears at anti-abortion rally does anyone else think he paid for an or two in his lifetime
1596,,The Falls Of The Sioux,he literally had an anti rally what fuck #fucktrump #fuckreligion
3129,,,yes progressive left dumbs down meaning of pro-life anti-abortion cannot be so handled
648,,22 km SSW of nowhere special,apparently has seriously devolved on subject of and choice
771,,,im at coffee shop full of strollers concept of is so incredibly noble
736,,California,did trump just say love saves stormy at anti-abortion event
2556,,,uphold sanctity of life from very beginning by denouncing
237,,"Boulder, CO",oooof there is lot happening in hhs proposed rule making today and don't believe at all for minute it's limited to just
1530,,,wasn't there an interview with stern saying he wanted marla maples to have an
318,,"San Diego, California",yeah usually when dealing with he just has to throw woman few hundred bucks and its not his problem anymore
2326,,,this has nothing to do with
1949,,,hole affairs an like coalition gvt
1813,,,are you discouraging or encouraging irresponsible pregnancy
391,,"Dublin, Ireland",there's no moral achievement in changing location of from ireland to uk
1885,,"Watford, England",maybe this is his way of saying hes in favour of now without having to say anything like it
1531,,CT,today's gop - anti-abortion anti-birth control anti-children's healthcare anti-pollution regulations pro-life not so much
1471,,,naw kids know not to eat soap so if it isn't stupidity or genetics wouldn't solve it
2456,,,remember when nick cannon made song about years after gigolo
971,,,but you would object to an unemployed woman seeking an
2704,,,issue is for religious vote
1302,,,can someone explain what he is saying no to or you can abort anytime during pegr
2629,,,give it rest with commercials geeesh it's an instant reminder why i hate listening at work
2631,,,he was talking about at months
2191,,,ok wait hold up woa woa woa does he not know difference between birth and an
2430,,venezuela,rt ireland's highly restrictive ban on eighth amendment is one step close to being liberalized af http
2295,,New York and D.C.,ill bet youd want on demand if youd gotten your porn stars pregnant
1574,,Delaware,democrats don't like factsthey advocate science when it fits their narrativenot so much with and transgenderism
1220,,,is state-funded industry in israel anti-semitic
1393,,"Iowa, USA",too bad your mom didnt have an hal it would have saved me from reading this stupid ass tweet
2615,,England,trump who has paid for number of did an anti speech sorry catching up as from uk
1647,,,just letting you know it's pro-life march for life not anti-abortion march close but not really
878,,"San Diego, CA",no one has ever been in position to be forced to perform an against their will
2863,,,i think he meant to say torn instead of born an anti-abortion speech gone wrong
1290,,"New York, USA",our president strong candidate for exclusive club just told an anti-abortion rally he's with them all way
2155,,United States,even pornstar
942,,Long Island,what if someone forced you to have how would you feel
1296,,California and Kansas,love your tweets man keep it up feels like huge minority to dislike socialism and
521,,"San Francisco, CA",msnbc am trump honored proud to address anti-abortion rally trump our country is doing really well after first
1269,,"Here, as always, USA",yeah there are either lots of receipts andor undocumented trump offspring out there
633,,"Kentucky, USA",i'd bet money he's paid for an
2779,,USA,well thats just unnecessary stupid and useless who works at an clinic that doesnt agree with it really trumpian stupid
599,,,you have temerity to demonize women in poor countries who need rights you are evil
1070,,florida,it would have been great if trump's mother had gotten an
1595,,"Murphy, TX",ive never heard someone invoke their christian faith to justify juan #thefive
1407,,"Tulsa,Oklahoma",my friends who are anti-abortion advocates where do you stand on death penalty
1141,,,she probably thought it was an clinic
1137,,"Virginia, USA",oh man called it an anti-abortion rights march this morning
2999,,Washington DC,i am so confident that president has paid for an
1036,,United States,these #marchforlife people sure seem to support this of an administration
2210,,,that m thing gained lot of ground during doug jones's campaign for some reason
781,,"Washington, DC",first president to address anti march first president to legitimize white supremacy weve gone back in time years
642,,,you wanted marla to get an
2889,,"New York, NY",just curious how do you define right and whats reason that is one
69,,,dear #hawaii - think of #icbm fake warning as giant for state - feel better #icbm #northkorea #prochoice
1260,,"Portland, OR from Wilmette, IL",true i agree i disagree that just being pro-life solves problem
